Name,Country,Role,Organization,Type,Category,Contribution,ImageUrl,WebsiteUrl,LinkedinUrl,KeyResourceRefs,KeyResourceUrls,trusted_source_id,peer_reviewed,vetting_body,data_quality_notes,status,deprecated_at,deprecated_reason,KeyResourceUrl,verified_date,PatentRefs,PatentUrls,MigrateCatalogRefs,MigrateCatalogUrls
Ehren Kret,USA,Chief Technology Officer,Signal,Private,Industry Adopter,Co-developed PQXDH protocol (Sep 2023) and Triple Ratchet with SPQR (Oct 2025); continuous PQC key agreement deployed in all Signal clients; collaborated with PQShield and NYU.,https://ui-avatars.com/api/?name=Ehren+Kret&background=0b0d17&color=10b981&size=128&bold=true,https://signal.org/,https://www.linkedin.com/in/ehrenkret/,,https://signal.org/docs/specifications/pqxdh/,,yes,Signal,"source verified 2026-06-24 re-audit | TITLE/INFO REVIEW (2026-06-24 re-audit): Real cryptographer/protocol author at Signal, but his actual title is Chief Technology Officer (CTO) of Signal, not simply ""Protocol Developer/Cryptographer""; listed role is understated rather than wrong. | TITLE/INFO REVIEW (2026-07-17 re-audit): PQXDH co-development is correctly attributed (Signal's own spec credits 'Ehren Kret and Rolfe Schmidt'). However, the SPQR/Triple Ratchet (Oct 2025) claim is WRONG -- that work is bylined 'Graeme Connell and Rolfe Schmidt' on Signal's own blog, with no credit to Kret anywhere in the post. Contribution text should drop the SPQR attribution or reword it as Signal-org-level, not personal. | Proposed 2026-07-19: 07-19 follow-up remediation (R1), peer_reviewed backfill batch 3 — confirmed directly on the published PQXDH specification's title page as co-author with Rolfe Schmidt (already yes in this dataset); not a co-author of the separate Eurocrypt 2025 Triple Ratchet paper, but the spec authorship alone meets the bar.",active,,,,2026-07-17,,,,
Rolfe Schmidt,USA,Engineer,Signal,Private,Industry Adopter,Co-author of PQXDH; led development of SPQR Triple Ratchet (Oct 2025) with formal ProVerif verification; transparent automatic PQC ratcheting for all Signal users.,https://ui-avatars.com/api/?name=Rolfe+Schmidt&background=0b0d17&color=10b981&size=128&bold=true,https://signal.org/,https://www.linkedin.com/in/rolfeschmidt/,,https://signal.org/blog/spqr/,,yes,IACR,"source verified 2026-06-24 re-audit | Independent re-check 2026-07-17: PQXDH co-authorship (with Ehren Kret) and SPQR/Triple Ratchet co-authorship (with Graeme Connell) both directly confirmed via Signal's own spec and blog bylines. | Proposed 2026-07-19: 07-19 follow-up remediation (R1), peer_reviewed backfill batch 2 — named co-author of Signal's published PQXDH specification (independently verified in USENIX Security 2024) and the peer-reviewed Eurocrypt 2025 paper ""Triple Ratchet: A Bandwidth Efficient Hybrid-Secure Signal Protocol"" underlying SPQR.",active,,,,2026-07-17,,,,
Luke Ibbetson,UK,Head of Group R&D,Vodafone,Private,Industry Adopter,Co-founded GSMA Post-Quantum Telco Network Taskforce with IBM (Sep 2022); Vodafone-IBM quantum-safe Secure Net smartphone security partnership (Mar 2025) protecting millions of mobile users; broader rollout planned 2026.,https://ui-avatars.com/api/?name=Luke+Ibbetson&background=0b0d17&color=10b981&size=128&bold=true,https://www.vodafone.com/,https://www.linkedin.com/in/luke-ibbetson-26170b23/,,"https://newsroom.ibm.com/2022-09-29-GSMA,-IBM-and-Vodafone-Establish-Post-Quantum-Telco-Network-Taskforce",,partial,,"source verified 2026-06-24 re-audit | Independent re-check 2026-07-17: GSMA Post-Quantum Telco Network Taskforce co-founding (Sep 2022) and Vodafone-IBM Secure Net partnership (Mar 2025) reconfirmed via IBM Newsroom. Candidate library reference (not yet added): GSMA 'Starting the Journey to the Post-Quantum Era' whitepaper. | Proposed 2026-07-19: 07-19 follow-up remediation (R1), peer_reviewed backfill batch 2 — real Vice-Chair role on the GSMA Post-Quantum Telco Network Taskforce, but its technical whitepapers credit the taskforce collectively — no individual authorship credit found under his name.",active,,,,2026-07-17,,,,
Marco Pistoia,USA,SVP Industry Relations,IonQ,Private,Industry Vendor,Former Head of Global Technology Applied Research at JPMorgan Chase (departed mid-2025); built one of first internal quantum teams at a financial institution; led QKD research and PQC implementation; now SVP Industry Relations at IonQ.,https://ui-avatars.com/api/?name=Marco+Pistoia&background=0b0d17&color=a78bfa&size=128&bold=true,https://ionq.com/,https://www.linkedin.com/in/pistoia/,,https://www.ionq.com/news/ionq-appoints-marco-pistoia-as-senior-vice-president-of-industry-relations,,yes,Nature,"source verified 2026-06-24 re-audit | Independent re-check 2026-07-17: IonQ SVP appointment (Jul 2025) and JPMorgan quantum/QKD/PQC leadership history reconfirmed via CNBC and IonQ's own press release. Candidate library reference (not yet added): 'A Survey of Quantum Computing for Finance', arXiv:2201.02773. | Proposed 2026-07-19: 07-19 follow-up remediation (R1), peer_reviewed backfill batch 2 — named author on ""Certified randomness using a trapped-ion quantum processor,"" Nature 640 (2025), plus 13 Nature-portfolio papers and 200+ scholarly articles on Google Scholar.",active,,,,2026-07-17,,,,
Sofia Celi,Portugal,Cryptography Researcher; PQUIP WG Co-Chair,Brave Software,Private,Standards,Co-chairs IETF PQUIP working group; co-author of KEMTLS protocol; contributor to TLS AuthKEM draft.,https://ui-avatars.com/api/?name=Sofia+Celi&background=0b0d17&color=60a5fa&size=128&bold=true,https://brave.com/,https://www.linkedin.com/in/sofia-celi-27704743/,,https://datatracker.ietf.org/doc/draft-celi-wiggers-tls-authkem/,,partial,IETF,"source verified 2026-06-24 re-audit | Independent re-check 2026-07-17: PQUIP co-chair role, KEMTLS co-authorship, and AuthKEM draft contribution all reconfirmed via IETF datatracker + IACR ePrint. Candidate library references (not yet added): 'Implementing and Measuring KEMTLS' (eprint.iacr.org/2021/1019); draft-celi-wiggers-tls-authkem. | Proposed 2026-07-19: 07-19 follow-up remediation (R1), peer_reviewed backfill batch 1 — co-author of the peer-reviewed ""Implementing and Measuring KEMTLS"" (LatinCrypt 2021 / IACR ePrint 2021/1019); TLS AuthKEM is an active IETF draft, not yet a published RFC; real current IETF PQUIP co-chair.",active,,,,2026-07-17,,,,
Russ Housley,USA,LAMPS WG Co-Chair,Vigil Security,Private,Standards,Co-chairs LAMPS WG; extensive work on PQC for PKIX certificates and CMS; hybrid key establishment standards.,https://ui-avatars.com/api/?name=Russ+Housley&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.vigilsec.com/,https://www.linkedin.com/in/russ-housley-41969/,RFC 5652;RFC 5083,https://datatracker.ietf.org/group/lamps/about/,,yes,IETF,"source verified 2026-06-24 re-audit | Independent re-check 2026-07-17: LAMPS WG co-chair role and Vigil Security affiliation reconfirmed via IETF datatracker. Candidate library references (not yet added): RFC 9629 (KEM Algorithms in CMS), RFC 9814 (SLH-DSA Signature Algorithm in CMS), both his. | Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix, multi-value detection improvement): value(s) 'RFC 5652;RFC 5083' are real library reference_ids that were sitting in the wrong column as part of a semicolon-delimited list, not a URL. | Proposed 2026-07-19: 07-19 follow-up remediation (R1), peer_reviewed backfill batch 1 — lead author (with Gray, Okubo) of published RFC 9629 (KEM algorithms in CMS, Aug 2024), updating RFC 5652 to support ML-KEM.",active,,,,2026-07-17,,,,
Tim Hollebeek,USA,LAMPS WG Co-Chair,DigiCert,Private,Standards,Co-chairs LAMPS WG; co-author of 'PQC for Engineers' draft; active in composite signatures and PQC certificates.,https://ui-avatars.com/api/?name=Tim+Hollebeek&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.digicert.com/,https://www.linkedin.com/in/timothy-hollebeek-505b814/,RFC-9958,https://datatracker.ietf.org/wg/lamps/about/,,yes,IETF,"source verified 2026-06-24 re-audit; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'draft-ietf-pquip-pqc-engineers-14' is a real library reference_id that was sitting in the wrong column, not a URL. | 2026-07-30: KeyResourceRefs draft-ietf-pquip-pqc-engineers-14 -> RFC-9958. The draft was deprecated 2026-07-29 (library row: 'published as RFC-9958 (RFC header: was draft-ietf-pquip-pqc-engineers)') — same document, now an RFC. Found via audit-leaders-refs.ts UNRESOLVED_REF.",active,,,,2026-06-24,,,,
Mike Ounsworth,Canada,Software Security Architect,Entrust,Private,Standards,Lead author of Composite ML-DSA signatures draft (adopted May 2024); Composite ML-KEM draft; pioneering hybrid/composite PKI since 2019.,https://ui-avatars.com/api/?name=Mike+Ounsworth&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.entrust.com/,,draft-bonnell-lamps-chameleon-certs-07,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-sigs/,,yes,IETF,"source verified 2026-06-24 re-audit; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'draft-bonnell-lamps-chameleon-certs-07' is a real library reference_id that was sitting in the wrong column, not a URL. | Proposed 2026-07-19: 07-19 follow-up remediation (R1), peer_reviewed backfill batch 2 — the composite ML-DSA/ML-KEM drafts named in his bio remain unpublished Internet-Drafts, but he separately has genuine published RFC authorship: RFC 9936 (ML-KEM in CMS, Mar 2026), RFC 9958 (PQC for Engineers, Jun 2026), RFC 9481, RFC 9810/9811.",active,,,,2026-06-24,20220417037,https://patents.google.com/patent/US20220417037/en,,
Kris Kwiatkowski,UK,Cryptography Researcher,PQShield,Private,Standards,Lead author of draft-ietf-tls-ecdhe-mlkem (Post-quantum hybrid key agreement); key contributor to TLS PQC integration.,https://ui-avatars.com/api/?name=Kris+Kwiatkowski&background=0b0d17&color=60a5fa&size=128&bold=true,https://pqshield.com/,https://www.linkedin.com/in/krzysiekkwiatkowski/,,https://datatracker.ietf.org/doc/draft-ietf-tls-ecdhe-mlkem/,,,,"source verified 2026-06-24 re-audit | TITLE/INFO REVIEW (2026-06-24 re-audit): Official PQShield title is ""Staff Cryptography Architect"" (directory says ""Cryptography Researcher""); same org, near-synonymous role. | Independent re-check 2026-07-17: reconfirms the existing 2026-06-24 title nuance above (Staff Cryptography Architect vs. Cryptography Researcher) -- no new information. Lead-author status on draft-ietf-tls-ecdhe-mlkem independently reconfirmed via IETF datatracker's author order.",deprecated,2026-07-17,"Duplicate of 'Krzysztof (Kris) Kwiatkowski' row -- same person (identical LinkedIn profile krzysiekkwiatkowski, identical PQShield org/website, overlapping IETF draft citations). That row is the richer, ref-backed record and is now the canonical entry.",draft-ietf-tls-ecdhe-mlkem-04;draft-kwiatkowski-pquip-pqc-migration-00,2026-07-17,,,,
Dr. Thom Wiggers,Netherlands,Senior Cryptography Researcher,PQShield,Private,Standards,Co-author of KEMTLS/AuthKEM drafts; Ph.D. on post-quantum protocols; contributor to stateful hash-based signature deployment guidance.,https://ui-avatars.com/api/?name=Thom+Wiggers&background=0b0d17&color=60a5fa&size=128&bold=true,https://pqshield.com/,https://www.linkedin.com/in/thomwiggers/,draft-ietf-tls-ecdhe-mlkem-04,https://datatracker.ietf.org/doc/draft-wiggers-tls-authkem-psk/05/,,yes,USENIX Security;IEEE,"source verified 2026-06-24 re-audit; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'draft-ietf-tls-ecdhe-mlkem-04' is a real library reference_id that was sitting in the wrong column, not a URL.",active,,,,2026-06-24,,,pqcrypto;liboqs-rust-oqs-crate,https://github.com/rustpq/pqcrypto; https://github.com/open-quantum-safe/liboqs-rust
Scott Fluhrer,USA,Security Researcher,Cisco Systems,Private,Standards,Lead author of RFC 8784 (Mixing Preshared Keys in IKEv2 for PQ Security); pioneer in IKEv2 PQC since 2016.,https://ui-avatars.com/api/?name=Scott+Fluhrer&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.cisco.com/,https://www.linkedin.com/in/scott-fluhrer-a824a0265/,RFC-9909;draft-sfluhrer-ssh-mldsa,https://datatracker.ietf.org/doc/rfc8784/,,yes,IETF,"source verified 2026-06-24 re-audit | Independent re-check 2026-07-17: lead-author status on RFC 8784 reconfirmed directly against the RFC's own Authors' Addresses section. | Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix, multi-value detection improvement): value(s) 'RFC-9909;draft-sfluhrer-ssh-mldsa' are real library reference_ids that were sitting in the wrong column as part of a semicolon-delimited list, not a URL. | Proposed 2026-07-19: 07-19 follow-up remediation (R1), peer_reviewed backfill batch 1 — lead author of published RFC 8784 (Mixing Preshared Keys in IKEv2 for PQ Security) — independently cross-confirmed via Panos Kampanakis's co-author research on the same RFC.",active,,,draft-sfluhrer-ipsecme-ikev2-mldsa-00,2026-07-17,,,,
Dr. James Howe,UK,Vice-Chair ETSI QSC; Staff Research Scientist,SandboxAQ,Private,Standards,Vice-Chair of QSC WG; co-author of SDitH signature scheme (NIST on-ramp); research on PQC hardware/software implementation.,https://ui-avatars.com/api/?name=James+Howe&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.sandboxaq.com/,https://www.linkedin.com/in/jameshowe1729/,,https://www.etsi.org/speakers/james-howe/,,yes,NIST;IACR,"source verified 2026-06-24 re-audit | Independent re-check 2026-07-17: ETSI QSC Vice-Chair role and SDitH co-authorship reconfirmed. Candidate library reference (not yet added): SDitH v2.0 spec, sdith.org/docs/sdith-v2.0.pdf. | Proposed 2026-07-19: 07-19 follow-up remediation (R1), peer_reviewed backfill batch 3 — confirmed via the official SDitH credits page as a First- and Second-Round NIST submitter/contributor for SDitH (a NIST PQC signature on-ramp candidate), plus independent IACR ePrint/TCHES publications.",active,,,,2026-07-17,,,,
Mark Pecen,Canada,Vice-Chair ETSI QSC,"Approach Infinity, Inc.;EigenQ, Inc.",Private,Standards,Founding Chair of ETSI ISG QSC (2015); holds 100+ patents in communications/computing; shaped early QSC direction.,https://ui-avatars.com/api/?name=Mark+Pecen&background=0b0d17&color=60a5fa&size=128&bold=true,https://cyberprotection-magazine.com/interview-with-marc-pecen-on-quantum-safe-cryptography,https://www.linkedin.com/in/markpecen/,,https://www.etsi.org/newsroom/news/947-2015-03-news-etsi-launches-quantum-safe-cryptography-specification-group,,partial,ETSI,"FIELD CORRECTION (2026-07-17): Organization changed from 'Beyond Affinity' -- a targeted adjudication found this name has zero independent verification (appears in exactly one ETSI/NIST slide, no corporate registry match, no other bio or company site uses it) and likely traces to a slide-deck error near 'Approach Infinity.' Two real, current organizations were confirmed instead: Approach Infinity, Inc. (his advisory firm, confirmed on its own site) and EigenQ, Inc. (quantum-safe hardware maker where he is Vice Chairman of the Board / Chief Research Officer, per Cybersecurity Magazine 2025 and the company's own site) -- resolves the open question flagged in this row's 07-17 note above. | source verified 2026-06-24 re-audit | TITLE/INFO REVIEW (2026-06-24 re-audit): Org likely ""Approach Infinity, Inc."" (his named advisory firm; also COO of ISARA Corp); ""Beyond Affinity"" appears only in a recent ETSI slide and may be a rebrand/variant. Role: founding Chair of ETSI ISG QSC (2015); now Vice-Chair of ETSI TC CYBER WG QSC under chair Matthew Campagna — Vice-Chair title is correct. | Independent re-check 2026-07-17: found independent sources (a 2025 Cybersecurity Magazine ETSI Security Conference piece) using 'Beyond Affinity' -- but did not specifically investigate whether this reconciles with the existing 06-24 note's 'Approach Infinity, Inc.' concern. That organization-name question stays open, not resolved by this pass. Founding-Chair-to-Vice-Chair history and 100+ patents both independently reconfirmed. | Proposed 2026-07-19: 07-19 follow-up remediation (R1), peer_reviewed backfill batch 1 — individually named Author/Rapporteur on ETSI White Paper No. 8 (Quantum Safe Cryptography and Security, Jun 2015, with NIST's Lidong Chen); the ETSI ISG QSC Group Reports he chaired are credited to the group collectively, not to him as an individual technical author.",active,,,,2026-07-17,,,,
