ref_id,source_name,category,source_type,pillar,maturity_level,asset_class,requirement,evidence_quote,evidence_location,source_url,confidence,extraction_model,extraction_date,status,deprecated_at,deprecated_reason
RFC 7515,JSON Web Signature (JWS),Technical Standards,Protocols,governance,2,certificates,Implementers MUST NOT use SHA-1 for certificate thumbprints due to collision vulnerabilities.,10.11 SHA-1 Certificate Thumbprints ... Implementers MUST NOT use SHA-1 for certificate thumbprints.,Section 10.11,https://www.rfc-editor.org/rfc/rfc7515.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 7517,JSON Web Key (JWK),Technical Standards,Protocols,inventory,2,keys,Assign a unique Key ID (kid) to every JWK to enable distinct identification and tracking within the cryptographic estate.,"The ""kid"" (Key ID) parameter is used to provide a unique identifier for the key. ... The ""kid"" value is a case-sensitive string.",Section 4.5,https://www.rfc-editor.org/rfc/rfc7517.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24): extraction unsupported by source text"
RFC 7517,JSON Web Key (JWK),Technical Standards,Protocols,governance,2,keys,Register custom JWK parameter names in the IANA registry or use collision-resistant names to ensure standardized governance of key metadata.,"Any new member name should either be registered in the IANA ""JSON Web Key Parameters"" registry ... or be a value that contains a Collision-Resistant Name.",Section 4,https://www.rfc-editor.org/rfc/rfc7517.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 7517,JSON Web Key (JWK),Technical Standards,Protocols,governance,2,keys,Register extension values for key use and operations in IANA registries when operating in open environments to maintain common understanding.,"Registering any extension values used is highly recommended when this specification is used in open environments, in which multiple organizations need to have a common understanding.",Section 4.2,https://www.rfc-editor.org/rfc/rfc7517.html,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 7517,JSON Web Key (JWK),Technical Standards,Protocols,assurance,2,keys,Ensure key entropy and random values are generated using a cryptographically secure random number generator to prevent compromise.,Keys MUST be generated using a cryptographically secure random number generator. ... Implementations MUST NOT use a non-cryptographic random number generator.,Section 9.4,https://www.rfc-editor.org/rfc/rfc7517.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24): extraction unsupported by source text"
RFC 7517,JSON Web Key (JWK),Technical Standards,Protocols,assurance,2,keys,"Protect private key material from disclosure by ensuring it is not exposed in logs, error messages, or unauthorized transmissions.","Implementations MUST NOT disclose private key material ... in error messages, logs, or other outputs that might be accessible to unauthorized parties.",Section 9.2,https://www.rfc-editor.org/rfc/rfc7517.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,deprecated,2026-08-24,"evidence_quote not present in the cited document (audit-maturity-evidence.py, 2026-08-24): extraction unsupported by source text"
RFC 9449,OAuth 2.0 Demonstrating Proof of Possession (DPoP),Technical Standards,Protocols,lifecycle,3,keys,Generate a unique DPoP proof JWT for every HTTP request to ensure fresh cryptographic binding and prevent replay of proof artifacts.,Each HTTP request requires a unique DPoP proof.,Section 4,https://www.rfc-editor.org/rfc/rfc9449.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 9449,OAuth 2.0 Demonstrating Proof of Possession (DPoP),Technical Standards,Protocols,lifecycle,3,keys,Bind issued access and refresh tokens to the public key presented in the DPoP proof to constrain token usage to the key holder.,The authorization server binds (sender-constrains) the access token to the public key claimed by the client in the DPoP proof,Section 3,https://www.rfc-editor.org/rfc/rfc9449.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 9449,OAuth 2.0 Demonstrating Proof of Possession (DPoP),Technical Standards,Protocols,observability,3,keys,Verify that the public key in the received DPoP proof matches the public key to which the access token is bound.,The resource server verifies that the public key to which the access token is bound matches the public key of the DPoP proof.,Section 3,https://www.rfc-editor.org/rfc/rfc9449.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 9449,OAuth 2.0 Demonstrating Proof of Possession (DPoP),Technical Standards,Protocols,observability,3,keys,Validate the signature of the DPoP proof JWT to confirm possession of the corresponding private key before processing the request.,The resource server refuses to serve the request if the signature check fails,Section 3,https://www.rfc-editor.org/rfc/rfc9449.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 9449,OAuth 2.0 Demonstrating Proof of Possession (DPoP),Technical Standards,Protocols,observability,3,keys,Verify that the access token hash within the DPoP proof matches the access token presented in the request to ensure integrity.,It also verifies that the access token hash in the DPoP proof matches the access token presented in the request.,Section 3,https://www.rfc-editor.org/rfc/rfc9449.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
GSMA-PQ03-v2-2024,GSMA PQ.03 Post-Quantum Cryptography Guidelines for Telecom Use Cases v2.0,Technical Standards,Protocols,inventory,2,all,"Conduct a comprehensive cryptographic discovery and analysis to identify all cryptographic assets, algorithms, and protocols within the telecom ecosystem.",3.1.2 Cryptography Discovery and Analysis... The work builds directly on the outcome of the first impact assessment [GSMA-PQ.01]... This document presents a phased approach to migration allowing prioritisation of the actions required.,Section 3.1.2 / Page 14,https://www.gsma.com/newsroom/wp-content/uploads//PQ.03-Post-Quantum-Cryptography-Guidelines-for-Telecom-Use-Cases-v2.0-2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
GSMA-PQ03-v2-2024,GSMA PQ.03 Post-Quantum Cryptography Guidelines for Telecom Use Cases v2.0,Technical Standards,Protocols,governance,2,all,"Establish a governance framework and decision-making process for PQC migration, including prioritization and stakeholder engagement.","3.1.4 Prioritisation, Planning and Governance... 3.5 Governance and Decision making issues... This document presents a phased approach to migration allowing prioritisation of the actions required.","Section 3.1.4, 3.5 / Page 15",https://www.gsma.com/newsroom/wp-content/uploads//PQ.03-Post-Quantum-Cryptography-Guidelines-for-Telecom-Use-Cases-v2.0-2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
GSMA-PQ03-v2-2024,GSMA PQ.03 Post-Quantum Cryptography Guidelines for Telecom Use Cases v2.0,Technical Standards,Protocols,lifecycle,2,all,"Develop and execute a phased migration plan for transitioning cryptographic assets to post-quantum secure algorithms, including remediation execution.",3.1.5 Remediation Execution... 3.1.6 Operation and Ongoing Crypto-Governance... This document presents a phased approach to migration allowing prioritisation of the actions required.,"Section 3.1.5, 3.1.6 / Page 15",https://www.gsma.com/newsroom/wp-content/uploads//PQ.03-Post-Quantum-Cryptography-Guidelines-for-Telecom-Use-Cases-v2.0-2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
GSMA-PQ03-v2-2024,GSMA PQ.03 Post-Quantum Cryptography Guidelines for Telecom Use Cases v2.0,Technical Standards,Protocols,inventory,2,certificates,"Maintain a detailed cryptographic inventory for each specific use case, identifying sensitive data, cryptographic tools, and PKI implications.","5.2.4 Cryptographic Inventory... 5.2.7 PKI Implications... Within each use case there is a detailed analysis of aspects such as standards, government guidelines, functional architecture and performance implications.","Section 5.2.4, 5.2.7 / Page 42, 44",https://www.gsma.com/newsroom/wp-content/uploads//PQ.03-Post-Quantum-Cryptography-Guidelines-for-Telecom-Use-Cases-v2.0-2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
GSMA-PQ03-v2-2024,GSMA PQ.03 Post-Quantum Cryptography Guidelines for Telecom Use Cases v2.0,Technical Standards,Protocols,governance,2,all,Perform business risk analysis to prioritize PQC migration efforts based on the sensitivity of data and criticality of network functions.,3.1.3 Business Risk Analysis... 2.2 Migration Prioritisation... This document presents a phased approach to migration allowing prioritisation of the actions required.,"Section 3.1.3, 2.2 / Page 14, 13",https://www.gsma.com/newsroom/wp-content/uploads//PQ.03-Post-Quantum-Cryptography-Guidelines-for-Telecom-Use-Cases-v2.0-2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
GSMA-PQ03-v2-2024,GSMA PQ.03 Post-Quantum Cryptography Guidelines for Telecom Use Cases v2.0,Technical Standards,Protocols,assurance,2,software,"Validate firmware and software implementations for PQC compatibility and security, ensuring middleware compatibility and infrastructure capacity.",4.6.3 Firmware Validation... 4.6.2 Middleware Compatibility... 4.6.1 Infrastructure Capacity... 4.6 Algorithm Testing and Implementation,Section 4.6.1-4.6.3 / Page 28-29,https://www.gsma.com/newsroom/wp-content/uploads//PQ.03-Post-Quantum-Cryptography-Guidelines-for-Telecom-Use-Cases-v2.0-2.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
GSMA-PQ03-v2-2024,GSMA PQ.03 Post-Quantum Cryptography Guidelines for Telecom Use Cases v2.0,Technical Standards,Protocols,lifecycle,2,keys,"Plan for the issuance and management of hybrid X.509 certificates and PQC key pairs, addressing dependencies and legacy system impacts.",4.8.1 Hybrid X.509 overview... 4.13 Legacy Systems... 5.2.7 PKI Implications... 5.2.8 Legacy Impact,"Section 4.8.1, 4.13, 5.2.7, 5.2.8 / Page 32, 37, 44",https://www.gsma.com/newsroom/wp-content/uploads//PQ.03-Post-Quantum-Cryptography-Guidelines-for-Telecom-Use-Cases-v2.0-2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 4251,The Secure Shell (SSH) Protocol Architecture,Technical Standards,Protocols,governance,2,all,"Define and document configuration policies for encryption, integrity, compression, public key, and key exchange algorithms, including preferred algorithm ordering.","The following policy issues SHOULD be addressed in the configuration mechanisms of each implementation: Encryption, integrity, and compression algorithms... The policy MUST specify which is the preferred algorithm",Section 4.3 Policy Issues,https://www.rfc-editor.org/rfc/rfc4251.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 4251,The Secure Shell (SSH) Protocol Architecture,Technical Standards,Protocols,governance,2,keys,"Establish policy for host authentication methods and public key algorithms, considering the availability of trusted host keys for different algorithms.",Public key algorithms and key exchange method to be used for host authentication. The existence of trusted host keys for different public key algorithms also affects this choice.,Section 4.3 Policy Issues,https://www.rfc-editor.org/rfc/rfc4251.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 4251,The Secure Shell (SSH) Protocol Architecture,Technical Standards,Protocols,governance,2,software,"Define server-side policies requiring specific authentication methods for users, potentially based on user identity or access location.",The authentication methods that are to be required by the server for each user. The server's policy MAY require multiple authentication for some or all users. The required algorithms MAY depend on the location,Section 4.3 Policy Issues,https://www.rfc-editor.org/rfc/rfc4251.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
