source_id,source_name,source_type,trust_tier,region,primary_url,description,verification_status,last_verified_date,leaders_csv,library_csv,algorithm_csv,threats_csv,timeline_csv,compliance_csv,migrate_csv,local_doc_count,last_download_date,download_status,doc_collection,notes,primary_url_quality,name,type,domain,date_stamp,status,deprecated_at,deprecated_reason
psnc-poland,PSNC (Poznan Supercomputing and Networking Center),Academic,2_Core,Europe,https://www.psnc.pl/,Poland's national research and networking infrastructure operator -- officially represents Poland in EuroQCI (the EU's quantum communication infrastructure initiative) and coordinates the PIONIER-Q national quantum key-distribution network. Verified 2026-07-16: won the EU EuroQCI competition as Poland's official representative (confirmed via multiple independent sources).,Verified,2026-07-16,No,No,No,No,Yes,No,No,0,,None,none,"Added 2026-07-16 during timeline maintainer-process remediation (Phase 1.2 follow-up after deprecation-sweep research confirmed both are legitimate government-linked bodies) -- tier assigned by precedent-match against this registry's existing Academic/2_Core national-research-institute curation (tno-nl, cwi-amsterdam).",url_needs_review,,,,2026-07-16,active,,
sa-quti,SA QuTI (South African Quantum Technology Initiative),Academic,2_Core,Africa,https://saquti.org/,"South Africa's national quantum technology initiative, funded by the Department of Science, Technology and Innovation (DSTI) -- a consortium of 6 universities across 3 pillars: quantum computing, communication, and metrology/sensing. Verified 2026-07-16: launched March 2021, entered second phase April 2025 backed by R142M in DSTI funding (confirmed via multiple independent sources).",Verified,2026-07-16,No,No,No,No,Yes,No,No,0,,None,none,"Added 2026-07-16 during timeline maintainer-process remediation (Phase 1.2 follow-up after deprecation-sweep research confirmed both are legitimate government-linked bodies) -- tier assigned by precedent-match against this registry's existing Academic/2_Core national-research-institute curation (tno-nl, cwi-amsterdam).",url_needs_review,,,,2026-07-16,active,,
cl-minciencia,"MinCiencia (Chile Ministry of Science, Technology, Knowledge and Innovation)",Government,1_Authoritative,Americas,https://www.minciencia.gob.cl/,"Chile's Ministry of Science, Technology, Knowledge and Innovation -- publisher of the National Strategy for Quantum Technologies 2025-2035, launched 17 December 2025 by President Boric and Minister Valle. Verified 2026-07-16.",Verified,2026-07-16,No,No,No,No,Yes,No,No,0,,None,none,"Added 2026-07-16 during timeline maintainer-process remediation (Phase 1.2 follow-up) -- national government ministry, distinct from anci-chile (Chile's cybersecurity agency, a different ministry).",url_authoritative,,,,2026-07-16,active,,
cybernetica-ee,Cybernetica (Estonia),Industry_Workgroup,3_Supporting,Europe,https://cyber.ee/,"Estonian applied-research and software company -- awarded 3 strategic government procurements to lead Estonia's e-governance PQC transition (eID, PKI, X-Road data-exchange platform, i-voting). Verified 2026-07-16.",Verified,2026-07-16,No,No,No,No,Yes,No,No,0,,None,none,"Added 2026-07-16 during timeline maintainer-process remediation (Phase 1.2 follow-up) -- tier matches ibm-research's Industry_Workgroup/3_Supporting profile (a private company's own technical/research announcements, not a government body).",url_needs_review,,,,2026-07-16,active,,
telefonica,Telefonica,Industry_Workgroup,3_Supporting,Europe,https://www.telefonica.com/,"Spanish multinational telecom operator -- opened a dedicated Centre of Excellence for quantum technologies (crypto-agility, PQC) at MWC, March 2025. Verified 2026-07-16.",Verified,2026-07-16,No,No,No,No,Yes,No,No,0,,None,none,"Added 2026-07-16 during timeline maintainer-process remediation (Phase 1.2 follow-up) -- same Industry_Workgroup/3_Supporting tier as ibm-research/cybernetica-ee (a private company's own announcements, not a government body).",url_needs_review,,,,2026-07-16,active,,
1password-inc,1Password Inc.,Vendor,3_Supporting,,https://1password.com,"1Password Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
6wind-sa,6WIND SA,Vendor,3_Supporting,,https://www.6wind.com,"6WIND SA — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
a10-networks-inc,"A10 Networks, Inc.",Vendor,3_Supporting,,https://www.a10networks.com/,"A10 Networks, Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 2 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
adguard,AdGuard,Vendor,3_Supporting,,https://adguard-dns.io,"AdGuard — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 2 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
adobe-inc,Adobe Inc.,Vendor,3_Supporting,,https://adobe.com,"Adobe Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
advanced-micro-devices-inc,Advanced Micro Devices Inc.,Vendor,3_Supporting,,https://amd.com,"Advanced Micro Devices Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
advanced-technology-research-council,Advanced Technology Research Council,Vendor,3_Supporting,,https://www.atrc.ae,"Advanced Technology Research Council — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
africa-quantum-consortium,Africa Quantum Consortium,Vendor,3_Supporting,,https://africaquantum.org,"Africa Quantum Consortium — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
african-institute-for-mathematical-sciences-aims,African Institute for Mathematical Sciences (AIMS),Vendor,3_Supporting,,https://qla.aimsric.org,"African Institute for Mathematical Sciences (AIMS) — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
age-project,age Project,Vendor,3_Supporting,,https://age-encryption.org,"age Project — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
ahp-tech,AhP-Tech Inc.,Vendor,3_Supporting,APAC,https://www.ahptech.com.tw/en/,Taiwan quantum computing vendor; ACVP-validated Ah-Crypto library (FIPS-203/204),Verified,2026-07-14,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
akamai-technologies-inc,"Akamai Technologies, Inc.",Vendor,3_Supporting,,https://www.akamai.com,"Akamai Technologies, Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 3 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
alibaba-cloud,Alibaba Cloud,Vendor,3_Supporting,,https://www.alibabacloud.com,"Alibaba Cloud — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 2 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
alpine-linux-project,Alpine Linux Project,Vendor,3_Supporting,,https://alpinelinux.org,"Alpine Linux Project — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
american-binary,American Binary,Vendor,3_Supporting,,https://www.americanbinary.com,"American Binary — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
analog-devices,"Analog Devices, Inc.",Vendor,3_Supporting,Americas,https://www.analog.com,US public semiconductor vendor; ACVP-validated ML-DSA/ML-KEM in Optical Security (HW) module,Verified,2026-07-14,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_authoritative,,,,2026-07-16,active,,
anchorage-digital-bank,Anchorage Digital Bank,Vendor,3_Supporting,,https://anchorage.com,"Anchorage Digital Bank — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
angelatek-ltd,ANGELATEK LTD.,Vendor,3_Supporting,,https://angelatek.com/,"ANGELATEK LTD. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 2 active migrate row(s), 1 active vendor row(s).",url_unverified,,,,2026-07-16,active,,
