industry,threat_id,threat_description,criticality,crypto_at_risk,pqc_replacement,main_source,source_url,accuracy_pct,related_modules,trusted_source_id,local_file,peer_reviewed,vetting_body,source_url_quality,trusted_source_id_status,data_quality_notes,confidence_score,applicable_industries_normalized,status,deprecated_at,deprecated_reason,related_standards
Water / Wastewater,WATER-003,Water quality monitoring IoT sensor quantum exposure: EPA cybersecurity guidance (August 2024) addresses water sector IoT but lacks specific PQC requirements. Real-time water quality sensors monitoring pH turbidity dissolved oxygen and contaminants communicate via IoT protocols with RSA/ECC key bootstrap. Constrained sensors lack crypto-agility for mid-life PQC migration. Quantum-enabled data integrity attacks could inject false sensor readings causing treatment failures and public health emergencies.,High,"RSA/ECC sensor-to-gateway key bootstrap, TLS for cloud data aggregation, IoT provisioning certificates","Post-quantum key agreement for sensor provisioning, lightweight PQC for constrained IoT, hybrid gateway encryption",EPA Cybersecurity for Water Sector (August 2024),https://www.epa.gov/cyberwater/epa-cybersecurity-water-sector,75,iot-ot-pqc|kms-pqc|energy-utilities-pqc,epa-us,public/threats/WATER-003.html,no,EPA,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,60,,active,,,
Water / Wastewater,WATER-004,Wastewater treatment SCADA quantum vulnerability: Wastewater SCADA systems are architecturally distinct from drinking water treatment serving sewage pumping biosolids handling and effluent discharge control. EPA/CISA guidance (August 2024) classifies wastewater under essential services. Newer systems use OPC UA and DNP3 Secure Authentication with RSA/ECC key establishment. Quantum-enabled decryption of control commands could corrupt treatment processes releasing untreated sewage into waterways with environmental and public health catastrophe.,Critical,"RSA/ECC in OPC UA certificates, DNP3 Secure Authentication, VPN for remote HMI access","Quantum-resistant OPC UA profiles, post-quantum DNP3 authentication, hybrid VPN for wastewater SCADA",NIST NCCoE Water/Wastewater Cybersecurity Project,https://www.nccoe.nist.gov/sites/default/files/2023-06/securing-water-and-wastewater-utilities-project-description-final.pdf,80,iot-ot-pqc|vpn-ssh-pqc|energy-utilities-pqc|network-security-pqc,nist-csrc,public/threats/WATER-004.html,yes,NIST,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,85,,active,,,
Critical Infrastructure,CI-001,"Critical infrastructure ICS/SCADA quantum exposure: Industrial control systems managing power grids, water treatment, and pipelines use legacy cryptographic protocols. Many SCADA systems still use Modbus, DNP3, and older OPC protocols without native encryption. Where encryption exists, RSA and ECDSA are commonly used for authentication; IEC 62443 defines security levels and zone/conduit architecture, delegating algorithm specifics to IEC 62351 and vendor implementations. OPC-UA security uses RSA/ECDSA for application authentication. Correction (audit 2026-05-18, verdict=misleading): IEC 62443 defines security levels; algorithm specifics come from IEC 62351. NERC CIP does not govern pipelines — pipeline cybersecurity falls under TSA Security Directives (SD-02C).",Critical,"All asymmetric cryptography across 16 CI sectors, sector-specific SCADA/ICS protocols, federal PKI","Sector-specific PQC migration roadmaps, FIPS 203/204/205 compliance, CISA ACDI deployment",CISA Post-Quantum Cryptography Initiative / PPD-21,https://www.cisa.gov/quantum,75,compliance-strategy|migration-program|pqc-governance|iot-ot-pqc,cisa,public/threats/CI-001.html,yes,CISA,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit misleading correction appended.,75,,active,,,
Critical Infrastructure,CI-002,"Power grid protection relay authentication: IEC 61850 standard defines communication protocols for electrical substation automation. IEC 62351-6 specifies symmetric HMAC-SHA-256 for GOOSE and Sampled Values message authentication — the sub-4ms latency requirement of GOOSE messages precludes per-message asymmetric signing. RSA/ECDSA is used in IEC 62351-8 (Role-Based Access Control) and the station-level TLS/PKI hierarchy for session establishment and certificate-based authentication. Correction (audit 2026-05-18, verdict=inaccurate): IEC 62351-6: GOOSE and SV use symmetric HMAC (not RSA) for message authentication. RSA/ECDSA appears in IEC 62351-8 (RBAC and session establishment), not per-frame GOOSE/SV signing. The quantum-vulnerable PKI layer is the station-level TLS and certificate hierarchy.",Critical,"IEC 62351-8 RBAC RSA/ECDSA, station TLS certificates, IEC 62351-6 HMAC keys (symmetric — distributed via quantum-vulnerable PKI), protection relay PKI","ML-KEM/ML-DSA per ECCG ACM v2.0, hybrid implementations, PQC-by-default for new systems by 2030",IEC 62351 series (Power Systems Security),https://www.enisa.europa.eu/publications/post-quantum-cryptography-current-state-and-quantum-mitigation,75,compliance-strategy|migration-program|pqc-governance,enisa,public/threats/CI-002.html,yes,ENISA,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended.,75,,active,,,
Critical Infrastructure,CI-003,"Pipeline SCADA quantum vulnerability: Oil and gas pipeline operators use encrypted SCADA communications for remote monitoring and valve control. TSA Security Directives (SD-02C series) and PHMSA regulations (49 CFR Part 192/195) govern pipeline cybersecurity in the US. Pipeline Management System security relies on TLS with RSA/ECDSA for operator authentication. Correction (audit 2026-05-18, verdict=inaccurate): Replace NERC CIP with TSA Security Directives (SD-02C) and PHMSA regulations as the governing framework for pipeline operator cybersecurity.",Critical,"OPC UA RSA/ECC certificates, Modbus TCP over TLS (RSA key exchange), DNP3 Secure Authentication, VPN RSA/ECDH","Crypto-agile OPC UA with ML-KEM/ML-DSA, quantum-resistant VPN overlays for Modbus, post-quantum DNP3 SA",TSA Security Directive SD-02C + PHMSA 49 CFR 192/195,https://www.nist.gov/publications/guide-operational-technology-ot-security,70,iot-ot-pqc|vpn-ssh-pqc|network-security-pqc|energy-utilities-pqc,nist-csrc,public/threats/CI-003.html,yes,NIST,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended.,75,,active,,,
Cross-Industry,CROSS-014,"NIST algorithm deprecation timeline: NIST IR 8547 (Transition to Post-Quantum Cryptography Standards, IPD November 2024) establishes the deprecation trajectory for quantum-vulnerable public-key algorithms — RSA-2048/ECDSA-P-256/ECDH-P-256 expected to be disallowed for US federal use post-2030/2035. NIST SP 800-131A Rev 2 governs key-length transitions for currently approved algorithms (a different scope). Organizations must complete PQC migration before classical algorithm prohibition. Correction (audit 2026-05-18, verdict=misleading): Cite NIST IR 8547 for the PQC transition deprecation timeline. SP 800-131A Rev 2 covers key length transitions for currently approved algorithms — a different scope.",High,"AES-128, 3DES (112-bit effective), RC4, DES, legacy symmetric ciphers with key sizes < 256 bits","AES-256, ChaCha20-Poly1305, migration to 256-bit symmetric keys for all long-term data confidentiality",NIST IR 8547 (IPD Nov 2024) + SP 800-131A Rev 2,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-57pt1r6.ipd.pdf,80,crypto-agility|quantum-threats|pqc-101|kms-pqc|database-encryption-pqc,nist-csrc,public/threats/CROSS-014.pdf,yes,NIST,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit misleading correction appended; local_file wired to existing public/threats/CROSS-014.pdf.,75,,active,,,SP-800-57
Cross-Industry,CROSS-015,"Hash function collision resistance halved by quantum algorithms: Grover's algorithm reduces the pre-image resistance of SHA-256 from 256-bit to ~128-bit effective security. Quantum collision attacks (Brassard-Høyer-Tapp / BHT) reduce SHA-256 collision resistance from 128-bit to ~85-bit effective security. SHA-1 (already classically broken) is fully negligible post-CRQC. Quantum security of a hash for collision/preimage is determined by output size: SHA-384, SHA-512, SHA3-384, and SHA3-512 (larger outputs) provide substantially improved quantum margins; SHA3-256 has the same 256-bit output as SHA-256 and therefore equivalent quantum resistance. HMAC-SHA-256 is less affected due to keying.",Medium,"SHA-1 (broken classically), SHA-256 collision resistance, MD5, RIPEMD-160, Merkle trees using SHA-256","SHA-384, SHA-512, SHA3-256, SHA3-512 for collision-sensitive applications; SLH-DSA hash chains use SHA-256/SHA-512 by design",NIST SP 800-57 Part 1 Rev 6 / NIST IR 8545,https://csrc.nist.gov/pubs/ir/8545/final,90,crypto-agility|quantum-threats|code-signing|pqc-101|merkle-tree-certs,nist-csrc,public/threats/CROSS-015.html,yes,NIST,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: propagated post-pass-5 description from 05182026 lineage; local_file wired to existing public/threats/CROSS-015.html.,85,,active,,,
Cross-Industry,CROSS-016,"NIST RNG quantum considerations: NIST SP 800-90A Rev 1 (2015) defines approved DRBGs — CTR_DRBG, Hash_DRBG, and HMAC_DRBG (Dual_EC_DRBG was removed in Rev 1 following the 2013 backdoor concerns). HMAC-DRBG and CTR-DRBG configured with 256-bit security retain ~128-bit effective quantum security under Grover's algorithm, well above any practical CRQC threshold. RNG quantum risk is largely mitigated by adequate symmetric security parameters. Correction (audit 2026-05-18, verdict=inaccurate): Dual_EC removal from SP 800-90A is historical (2015), not a current gap. Properly parameterized HMAC-DRBG/CTR-DRBG with 256-bit security retain sufficient quantum resistance — Grover's quadratic speedup is addressed by AES-256 key sizes.",High,DRBG implementations using <256-bit symmetric parameters; entropy source quality (independent of quantum),"NIST SP 800-90A DRBG (CTR_DRBG with AES-256), NIST SP 800-90B validated hardware entropy, QRNG for HSM seeding",NIST SP 800-90A Rev 1 / NIST SP 800-90B,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-90Ar1.pdf,75,entropy-randomness|hsm-pqc|kms-pqc|crypto-dev-apis|quantum-threats,nist-csrc,public/threats/CROSS-016.pdf,yes,NIST,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended; local_file wired to existing public/threats/CROSS-016.html. Salvage 2026-05-21: deep-link substituted (SP 800-90A Rev 1 — actual standard PDF (not the CSRC landing).).,75,,active,,,SP-800-90A;SP-800-90B
Cross-Industry,CROSS-017,"Side-channel attacks on post-quantum implementations: ML-KEM, ML-DSA, and SLH-DSA software implementations that are not constant-time are vulnerable to timing analysis, cache-timing attacks, and power side-channels that can expose private key material without breaking the underlying mathematical hardness assumption. FALCON (FN-DSA) requires Gaussian sampling with tight timing constraints especially vulnerable to FPA cache timing. FIPS 140-3 Derived Test Requirements require constant-time implementations for all sensitive cryptographic operations. Production deployments must use validated implementations (OpenSSL 3.5+, AWS-LC, BoringSSL) or hardware accelerators with demonstrated side-channel resistance.",High,"Naive ML-KEM/ML-DSA implementations without constant-time guarantees, FN-DSA Gaussian sampler timing leakage, SLH-DSA WOTS+ chain computation timing","Constant-time PQC implementations per FIPS 140-3 DTR, FIPS 140-3 Level 3+ HSMs, hardware accelerators (NPCM, Arm CryptoCell-713 with PQC extensions)",NIST FIPS 140-3 Implementation Guidance / TCHES 2024,https://csrc.nist.gov/csrc/media/Projects/cryptographic-module-validation-program/documents/fips%20140-3/FIPS%20140-3%20IG.pdf,85,hsm-pqc|crypto-dev-apis|quantum-threats|kms-pqc|crypto-agility,nist-csrc,public/threats/CROSS-017.pdf,yes,NIST,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: local_file wired to existing public/threats/CROSS-017.pdf.,85,,active,,,FIPS-140
Cross-Industry,CROSS-018,"Stateful hash-based signatures for IoT: NIST SP 800-208 (XMSS/LMS/HSS) provides quantum-resistant signatures suitable for IoT firmware updates where private key state can be maintained. LMS/HSS is preferred for one-time firmware signing scenarios. NIST IoT cybersecurity guidance lives in SP 800-213 and the NISTIR 8259 series; stateful hash-based signatures are an applicable migration path for the firmware-signing subset of IoT use cases. Correction (audit 2026-05-18, verdict=inaccurate): Remove NIST IR 8545 as an IoT reference. The correct NIST IoT cybersecurity documents are SP 800-213 and NISTIR 8259A/B/C/D/E series. NIST IR 8545 is a PQC Round 3 status report.",Medium,ML-KEM-512 and ML-DSA-44 if classical BKZ preprocessing improves substantially; lattice-based schemes broadly under quantum sieving improvements,Use ML-KEM-1024/ML-DSA-87 for highest-value data; monitor NIST IR 8545 updates and NIST PQC standardization announcements; maintain cryptographic agility for algorithm migration,NIST SP 800-208 + NIST SP 800-213,https://nvlpubs.nist.gov/nistpubs/ir/2022/NIST.IR.8413-upd1.pdf,65,crypto-agility|quantum-threats|pqc-101|research-quantum-impact|standards-bodies,nist-csrc,public/threats/CROSS-018.pdf,partial,NIST,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended; local_file wired to existing public/threats/CROSS-018.html. Salvage 2026-05-21: deep-link substituted (NIST IR 8413-upd1 (Round 3 status report) — actual PDF; the IR 8545 reference was wrong (see audit).).,50,,active,,,IR-8545
