product_id,software_name,purl,purl_type,purl_namespace,purl_name,match_confidence,status,registry_url,last_verified_date,purl_coverage_flag,data_quality_notes
hash-sigs,hash-sigs,pkg:github/cisco/hash-sigs,github,cisco,hash-sigs,exact,matched,https://github.com/cisco/hash-sigs,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
hashicorp-boundary,HashiCorp Boundary,pkg:github/hashicorp/boundary,github,hashicorp,boundary,exact,matched,https://github.com/hashicorp/boundary,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
hashicorp-consul-connect-service-mesh,HashiCorp Consul Connect (Service Mesh),pkg:github/hashicorp/consul,github,hashicorp,consul,exact,matched,https://github.com/hashicorp/consul,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
hashicorp-vault,HashiCorp Vault,pkg:github/hashicorp/vault,github,hashicorp,vault,exact,matched,https://github.com/hashicorp/vault,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
hashicorp-vault-transit,HashiCorp Vault Transit,pkg:github/hashicorp/vault,github,hashicorp,vault,exact,matched,https://github.com/hashicorp/vault,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
hiddenlayer-model-scanner,HiddenLayer Model Scanner,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'HiddenLayer Model Scanner'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
hipaa-quantum-security-rule,HIPAA (Quantum Security Rule),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'HIPAA (Quantum Security Rule)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
hitachi-domobile,Hitachi DoMobile,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Hitachi DoMobile'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
hp-enterprise-printers-pqc,HP Enterprise Printers PQC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'HP Enterprise Printers PQC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
hpe-alletra-mp,HPE Alletra MP,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'HPE Alletra MP'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
hpe-proliant-gen12,HPE ProLiant Gen12,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'HPE ProLiant Gen12'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
hqc-algorithm,HQC Algorithm,pkg:github/PQClean/PQClean,github,PQClean,PQClean,exact,matched,https://github.com/PQClean/PQClean,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
huawei-pqc-network-security,Huawei PQC Network Security,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Huawei PQC Network Security'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
hyland-onbase,Hyland OnBase,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Hyland OnBase'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
hyperledger-aries-aca-py,Hyperledger Aries (ACA-Py),pkg:github/hyperledger/aries-cloudagent-python,github,hyperledger,aries-cloudagent-python,exact,matched,https://github.com/hyperledger/aries-cloudagent-python,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
hyperledger-besu,Hyperledger Besu,pkg:github/hyperledger/besu,github,hyperledger,besu,exact,matched,https://github.com/hyperledger/besu,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
hyperledger-fabric,Hyperledger Fabric,pkg:github/hyperledger/fabric,github,hyperledger,fabric,exact,matched,https://github.com/hyperledger/fabric,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
hyperledger-fabric-3-0-pqc,Hyperledger Fabric 3.0 PQC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Hyperledger Fabric 3.0 PQC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
i4p-trident-hsm,I4P Trident HSM,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'I4P Trident HSM'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
ibm-aspera,IBM Aspera,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'IBM Aspera'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
ibm-cloud-hsm-utimaco,IBM Cloud HSM (Utimaco),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'IBM Cloud HSM (Utimaco)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
ibm-db2,IBM Db2,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'IBM Db2'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
ibm-guardium-key-lifecycle-manager,IBM Guardium Key Lifecycle Manager,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'IBM Guardium Key Lifecycle Manager'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
ibm-guardium-quantum-safe,IBM Guardium Quantum Safe,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'IBM Guardium Quantum Safe'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
ibm-guardium-safe,IBM Guardium Safe,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'IBM Guardium Safe'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
ibm-linuxone-pqc,IBM LinuxONE PQC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'IBM LinuxONE PQC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
ibm-mq,IBM MQ,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'IBM MQ'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
ibm-quantum-safe-toolkit,IBM Quantum Safe Toolkit,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'IBM Quantum Safe Toolkit'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
ibm-security-guardium-data-protection,IBM Security Guardium Data Protection,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'IBM Security Guardium Data Protection'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
ibm-storage-scale-5-2,IBM Storage Scale 5.2,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'IBM Storage Scale 5.2'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
ibm-z-os-cryptographic-services-icsf,IBM z/OS Cryptographic Services (ICSF),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'IBM z/OS Cryptographic Services (ICSF)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
ibm-z-vse,IBM z/VSE,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'IBM z/VSE'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
ibm-z17-quantum-safe,IBM z17 Quantum Safe,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'IBM z17 Quantum Safe'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
id-quantique-cerberis-xgr-qkd,ID Quantique Cerberis XGR QKD,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'ID Quantique Cerberis XGR QKD'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
id-quantique-quantis-qrng,ID Quantique Quantis QRNG,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'ID Quantique Quantis QRNG'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
idemia-digital-identity-platform,IDEMIA Digital Identity Platform,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'IDEMIA Digital Identity Platform'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
idemia-pqc-accelerator,IDEMIA PQC Accelerator,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'IDEMIA PQC Accelerator'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
idemia-pqc-secure-element,IDEMIA PQC Secure Element,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'IDEMIA PQC Secure Element'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
imperva-waf,Imperva WAF,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Imperva WAF'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
india-national-pqc-roadmap,India National PQC Roadmap,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'India National PQC Roadmap'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
